nome_orgao_superior,mes,ano,gasto_total_mensal
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",1,2012,359547903.7599991
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",2,2012,319114530.80999637
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",3,2012,299369288.95999783
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",4,2012,217669926.5899998
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",5,2012,164224739.61999846
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",6,2012,422117468.9299996
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",7,2012,523554021.16000086
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",8,2012,531712940.39000016
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",9,2012,315561781.0000006
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",10,2012,456366272.279999
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",11,2012,548647082.3400012
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",12,2012,758169760.8500016
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",1,2013,224959996.23999834
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",2,2013,253748182.42999896
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",3,2013,466958780.0199991
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",4,2013,230665958.5999993
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",5,2013,206452821.5599993
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",6,2013,161878284.41000006
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",7,2013,263665221.98000094
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",8,2013,727424020.1099993
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",9,2013,1467023428.9200003
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",10,2013,1076759974.4600024
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",11,2013,407053626.7299989
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",12,2013,392906664.8199991
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",1,2014,682820145.36
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",2,2014,326560383.88999975
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",3,2014,217258655.36
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",4,2014,184838009.1200007
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",5,2014,262252085.43999803
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",6,2014,266884348.08999932
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",7,2014,1023029064.5300009
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",8,2014,743577620.9099987
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",9,2014,1174570874.829999
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",10,2014,969881014.4599998
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",11,2014,461859798.13999873
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",12,2014,514203300.97999877
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",1,2015,129586257.31999928
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",2,2015,157286689.98999962
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",3,2015,290634845.8399996
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",4,2015,152307917.87999934
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",5,2015,212487412.82000065
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",6,2015,673684391.9699978
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",7,2015,280135377.88999933
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",8,2015,1439145343.699999
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",9,2015,809176076.4500003
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",10,2015,971367418.1800009
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",11,2015,590251766.1500006
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",12,2015,751069519.0500001
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",1,2016,198694334.71000007
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",2,2016,195124538.55999964
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",3,2016,374692856.34000176
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",4,2016,151349252.86999983
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",5,2016,157840565.62999964
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",6,2016,174116400.09000018
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",7,2016,1373686291.6300025
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",8,2016,978673304.6700001
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",9,2016,690400571.6600003
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",10,2016,490075490.29000026
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",11,2016,791037895.5299997
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",12,2016,871484571.2599938
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",1,2017,164078212.76000023
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",2,2017,120123058.50999987
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",3,2017,174732705.94999993
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",4,2017,129319079.94999987
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",5,2017,145431259.5700002
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",6,2017,164884004.1600001
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",7,2017,737196547.7299995
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",8,2017,1619151219.0500002
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",9,2017,503400238.5199991
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",10,2017,592905818.4399998
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",11,2017,1029896319.579997
"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",12,2017,538291120.0400023
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",1,2017,14486194.809999987
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",2,2017,13828517.059999969
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",3,2017,28754397.60999997
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",4,2017,17484143.040000003
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",5,2017,23105249.71000002
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",6,2017,33623437.95000003
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",7,2017,29010737.10000001
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",8,2017,38851761.0800001
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",9,2017,34724919.13000001
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",10,2017,44173829.83999995
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",11,2017,34323241.64999995
"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",12,2017,92724690.23999965
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",1,2016,45627232.22999994
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",2,2016,49457414.510000005
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",3,2016,100532239.5099996
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",4,2016,104979927.92000005
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",5,2016,65803567.569999814
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",6,2016,71443600.79999997
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",7,2016,43950245.46999992
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",8,2016,59542679.17999976
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",9,2016,37941512.23999993
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",10,2016,129551875.25000028
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",11,2016,505958097.8700037
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",12,2016,634278187.9700059
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",1,2017,36574533.34000006
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",2,2017,49010021.770000115
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",3,2017,80238767.31000032
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",4,2017,40822092.379999936
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",5,2017,148505229.92999977
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",6,2017,88855608.30999997
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",7,2017,67535899.36999996
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",8,2017,82889045.67000079
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",9,2017,74514534.42999989
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",10,2017,122824718.95999855
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",11,2017,230266165.16999847
"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",12,2017,362355827.0699688
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",1,2016,247128541.0000028
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",2,2016,208128615.6700003
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",3,2016,345452305.50000024
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",4,2016,527088452.2199997
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",5,2016,262138447.96000004
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",6,2016,343976875.68999934
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",7,2016,469443850.3000016
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",8,2016,241822786.9400012
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",9,2016,443108361.0600003
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",10,2016,463399679.4300006
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",11,2016,229198177.4500008
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",12,2016,703236807.680001
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",1,2017,113211154.22999988
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",2,2017,409432300.55000174
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",3,2017,242977949.7800012
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",4,2017,241093652.1300013
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",5,2017,438516202.9999998
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",6,2017,256066776.52000025
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",7,2017,275557788.5300002
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",8,2017,261364666.13000083
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",9,2017,240234834.18000156
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",10,2017,778195443.1300005
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",11,2017,615535324.6600015
"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",12,2017,967711936.8999984
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",1,2017,574798475.2000027
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",2,2017,686267918.9500072
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",3,2017,868556776.3900003
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",4,2017,1161067401.759997
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",5,2017,1140002017.410005
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",6,2017,1156426814.2499886
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",7,2017,1017142655.6199986
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",8,2017,1447604530.9500031
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",9,2017,949099944.9099998
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",10,2017,1214628306.4100075
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",11,2017,1120109021.6599998
"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",12,2017,4766423944.290006
MINISTERIO DA CIENCIA E TECNOLOGIA,1,2011,201986126.9600007
MINISTERIO DA CIENCIA E TECNOLOGIA,2,2011,233432815.54000026
MINISTERIO DA CIENCIA E TECNOLOGIA,3,2011,298095665.24000067
MINISTERIO DA CIENCIA E TECNOLOGIA,4,2011,228129525.23000184
MINISTERIO DA CIENCIA E TECNOLOGIA,5,2011,661052167.8100009
MINISTERIO DA CIENCIA E TECNOLOGIA,6,2011,369632600.0800019
MINISTERIO DA CIENCIA E TECNOLOGIA,7,2011,650843963.470001
MINISTERIO DA CIENCIA E TECNOLOGIA,8,2011,350447298.02000195
MINISTERIO DA CIENCIA E TECNOLOGIA,9,2011,238737413.7000008
MINISTERIO DA CIENCIA E TECNOLOGIA,10,2011,330927955.2599824
MINISTERIO DA CIENCIA E TECNOLOGIA,11,2011,480226717.74997914
MINISTERIO DA CIENCIA E TECNOLOGIA,12,2011,867892235.6699741
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",1,2012,231022581.29000443
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",2,2012,237399983.93999133
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",3,2012,359846692.7299851
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",4,2012,185678820.5700003
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",5,2012,408422951.8299908
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",6,2012,355910798.29999137
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",7,2012,475700588.69999963
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",8,2012,431645405.5699891
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",9,2012,616908949.6399918
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",10,2012,397926913.9699951
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",11,2012,801035850.2799888
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",12,2012,981294375.7199779
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",1,2013,322006435.529995
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",2,2013,278938753.18999404
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",3,2013,289380710.5199961
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",4,2013,363535768.269995
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",5,2013,424241216.2099964
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",6,2013,450587232.4299754
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",7,2013,296204512.7299961
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",8,2013,303106780.34999824
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",9,2013,811067391.8699975
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",10,2013,634979497.8399955
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",11,2013,440572778.8899987
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",12,2013,866525587.9399897
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",1,2014,179869187.47000247
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",2,2014,306846080.36999816
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",3,2014,278220929.6399969
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",4,2014,604600928.4399991
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",5,2014,388633272.8600004
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",6,2014,329270291.4199968
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",7,2014,617989333.0699941
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",8,2014,404065149.7199928
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",9,2014,305719093.7699991
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",10,2014,599940324.409999
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",11,2014,285199472.43999815
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",12,2014,866780176.7999945
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",1,2015,188540661.9499985
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",2,2015,288174541.5899993
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",3,2015,307680772.5599979
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",4,2015,264597935.08999923
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",5,2015,277278458.6399985
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",6,2015,327447988.6199997
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",7,2015,624644489.3400049
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",8,2015,511728454.4299998
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",9,2015,346724735.7600004
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",10,2015,559021946.439999
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",11,2015,248225199.99000022
"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",12,2015,465329438.3799995
MINISTERIO DA CULTURA,1,2011,34453325.149999954
MINISTERIO DA CULTURA,2,2011,75643178.93000013
MINISTERIO DA CULTURA,3,2011,38794736.55999982
MINISTERIO DA CULTURA,4,2011,48147922.18999992
MINISTERIO DA CULTURA,5,2011,40627293.250000045
MINISTERIO DA CULTURA,6,2011,30573257.029999945
MINISTERIO DA CULTURA,7,2011,32874860.969999917
MINISTERIO DA CULTURA,8,2011,47401249.000000075
MINISTERIO DA CULTURA,9,2011,44562546.270000055
MINISTERIO DA CULTURA,10,2011,40659775.14000014
MINISTERIO DA CULTURA,11,2011,30157083.61999991
MINISTERIO DA CULTURA,12,2011,62748345.29000034
MINISTERIO DA CULTURA,1,2012,26430335.929999974
MINISTERIO DA CULTURA,2,2012,32862467.36999999
MINISTERIO DA CULTURA,3,2012,44250706.28999992
MINISTERIO DA CULTURA,4,2012,92602265.54000019
MINISTERIO DA CULTURA,5,2012,36730199.37999997
MINISTERIO DA CULTURA,6,2012,40889795.32000001
MINISTERIO DA CULTURA,7,2012,88770750.92000033
MINISTERIO DA CULTURA,8,2012,42853428.440000065
MINISTERIO DA CULTURA,9,2012,41286960.250000104
MINISTERIO DA CULTURA,10,2012,40045844.45999984
MINISTERIO DA CULTURA,11,2012,59119023.23000001
MINISTERIO DA CULTURA,12,2012,95098014.30999984
MINISTERIO DA CULTURA,1,2013,16527444.03
MINISTERIO DA CULTURA,2,2013,36618530.229999974
MINISTERIO DA CULTURA,3,2013,43193750.750000104
MINISTERIO DA CULTURA,4,2013,303839078.9400007
MINISTERIO DA CULTURA,5,2013,49028830.0899999
MINISTERIO DA CULTURA,6,2013,42526406.41000008
MINISTERIO DA CULTURA,7,2013,43033300.59999992
MINISTERIO DA CULTURA,8,2013,34506830.659999855
MINISTERIO DA CULTURA,9,2013,50837944.09000008
MINISTERIO DA CULTURA,10,2013,56549318.11000001
MINISTERIO DA CULTURA,11,2013,56770982.60999991
MINISTERIO DA CULTURA,12,2013,62616810.359999746
MINISTERIO DA CULTURA,1,2014,29522673.009999994
MINISTERIO DA CULTURA,2,2014,41055471.97000019
MINISTERIO DA CULTURA,3,2014,46370056.50000001
MINISTERIO DA CULTURA,4,2014,53558318.07999966
MINISTERIO DA CULTURA,5,2014,52993847.80000013
MINISTERIO DA CULTURA,6,2014,40386156.5500001
MINISTERIO DA CULTURA,7,2014,95205026.16000012
MINISTERIO DA CULTURA,8,2014,95488876.35000013
MINISTERIO DA CULTURA,9,2014,95595848.79000068
MINISTERIO DA CULTURA,10,2014,50107225.150000066
MINISTERIO DA CULTURA,11,2014,47736643.81000014
MINISTERIO DA CULTURA,12,2014,62767109.229999766
MINISTERIO DA CULTURA,1,2015,42151367.36000003
MINISTERIO DA CULTURA,2,2015,45000333.56000001
MINISTERIO DA CULTURA,3,2015,32960934.26000003
MINISTERIO DA CULTURA,4,2015,166582576.40000042
MINISTERIO DA CULTURA,5,2015,44644273.30000013
MINISTERIO DA CULTURA,6,2015,151259381.46999985
MINISTERIO DA CULTURA,7,2015,66887397.43000015
MINISTERIO DA CULTURA,8,2015,186751882.6700002
MINISTERIO DA CULTURA,9,2015,53581904.56999995
MINISTERIO DA CULTURA,10,2015,208956675.30999985
MINISTERIO DA CULTURA,11,2015,53480700.42000004
MINISTERIO DA CULTURA,12,2015,59639012.480000116
MINISTERIO DA CULTURA,1,2016,144218687.53000006
MINISTERIO DA CULTURA,2,2016,27514691.96999998
MINISTERIO DA CULTURA,3,2016,176238415.25000033
MINISTERIO DA CULTURA,4,2016,40634778.859999985
MINISTERIO DA CULTURA,5,2016,156481821.56000015
MINISTERIO DA CULTURA,6,2016,95148275.86999972
MINISTERIO DA CULTURA,7,2016,201967740.45000023
MINISTERIO DA CULTURA,8,2016,42642783.17999998
MINISTERIO DA CULTURA,9,2016,218092395.8500002
MINISTERIO DA CULTURA,10,2016,48332118.14999993
MINISTERIO DA CULTURA,11,2016,55763469.14999996
MINISTERIO DA CULTURA,12,2016,125139863.37000008
MINISTERIO DA CULTURA,1,2017,25624758.71000006
MINISTERIO DA CULTURA,2,2017,41833812.01999989
MINISTERIO DA CULTURA,3,2017,179433586.99000046
MINISTERIO DA CULTURA,4,2017,165710470.68000016
MINISTERIO DA CULTURA,5,2017,37877299.67999995
MINISTERIO DA CULTURA,6,2017,140463528.46000037
MINISTERIO DA CULTURA,7,2017,35296051.13
MINISTERIO DA CULTURA,8,2017,219981491.7799997
MINISTERIO DA CULTURA,9,2017,32195581.620000012
MINISTERIO DA CULTURA,10,2017,45258889.839999974
MINISTERIO DA CULTURA,11,2017,188419819.6999998
MINISTERIO DA CULTURA,12,2017,126019419.4399997
MINISTERIO DA DEFESA,1,2011,305296152.4999949
MINISTERIO DA DEFESA,2,2011,529034167.0100005
MINISTERIO DA DEFESA,3,2011,727740051.4599972
MINISTERIO DA DEFESA,4,2011,701766156.8399849
MINISTERIO DA DEFESA,5,2011,737391050.5699953
MINISTERIO DA DEFESA,6,2011,787289135.5500166
MINISTERIO DA DEFESA,7,2011,844967418.2500129
MINISTERIO DA DEFESA,8,2011,805431461.7000214
MINISTERIO DA DEFESA,9,2011,783685605.5900177
MINISTERIO DA DEFESA,10,2011,762482487.4500101
MINISTERIO DA DEFESA,11,2011,807714885.5500112
MINISTERIO DA DEFESA,12,2011,2133214344.4000041
MINISTERIO DA DEFESA,1,2012,346348122.4199992
MINISTERIO DA DEFESA,2,2012,469016848.0000007
MINISTERIO DA DEFESA,3,2012,915316963.1799968
MINISTERIO DA DEFESA,4,2012,753456854.9399853
MINISTERIO DA DEFESA,5,2012,900226253.4100046
MINISTERIO DA DEFESA,6,2012,924523311.019996
MINISTERIO DA DEFESA,7,2012,938413776.2199852
MINISTERIO DA DEFESA,8,2012,927013490.7800099
MINISTERIO DA DEFESA,9,2012,863005376.7700013
MINISTERIO DA DEFESA,10,2012,1499215431.9800398
MINISTERIO DA DEFESA,11,2012,743644980.5199895
MINISTERIO DA DEFESA,12,2012,2277347318.160065
MINISTERIO DA DEFESA,1,2013,352852549.1399979
MINISTERIO DA DEFESA,2,2013,770033380.6799917
MINISTERIO DA DEFESA,3,2013,1155878324.3599842
MINISTERIO DA DEFESA,4,2013,1012057949.3200071
MINISTERIO DA DEFESA,5,2013,1071226641.2700039
MINISTERIO DA DEFESA,6,2013,1161397221.990024
MINISTERIO DA DEFESA,7,2013,1243690320.3500183
MINISTERIO DA DEFESA,8,2013,1195996890.4400427
MINISTERIO DA DEFESA,9,2013,793376695.4700081
